osmid,highway,oneway,reversed,length,geometry,name,ref,access,lanes,tunnel,maxspeed,bridge,junction
112869313,residential,False,True,24.753,"LINESTRING (80.2311009 13.0697188, 80.2308744 13.0697484)",Arunachalam 2nd Lane,,,,,,,
26748538,residential,False,False,94.233,"LINESTRING (80.2311009 13.0697188, 80.2311264 13.070142, 80.2311891 13.0705611)",,,,,,,,
26748540,residential,False,False,38.284,"LINESTRING (80.2308538 13.0722433, 80.2305047 13.0722972)",Venkatachalapathy Street,,,,,,,
26748540,residential,False,True,19.834,"LINESTRING (80.2308538 13.0722433, 80.231036 13.0722255)",Venkatachalapathy Street,,,,,,,
26748541,residential,False,False,183.993,"LINESTRING (80.2308538 13.0722433, 80.2307874 13.071681, 80.2306832 13.0711247, 80.2306054 13.070869, 80.2305702 13.0706148)",,,,,,,,
1107322882,residential,False,False,3.973,"LINESTRING (80.2305702 13.0706148, 80.2305349 13.0706051)",Vaidyanathan Street,,,,,,,
1107322882,residential,False,True,32.282,"LINESTRING (80.2305702 13.0706148, 80.2308653 13.0705741)",Vaidyanathan Street,,,,,,,
26748541,residential,False,True,183.993,"LINESTRING (80.2305702 13.0706148, 80.2306054 13.070869, 80.2306832 13.0711247, 80.2307874 13.071681, 80.2308538 13.0722433)",,,,,,,,
28163143,residential,False,False,32.138,"LINESTRING (80.2302261 13.0742541, 80.2301988 13.0739663)",Subbarayan Street,,,,,,,
28163143,residential,False,True,28.211,"LINESTRING (80.2302261 13.0742541, 80.2302236 13.0745078)",Subbarayan Street,,,,,,,
26748543,residential,False,True,176.59,"LINESTRING (80.2302261 13.0742541, 80.2305971 13.0741302, 80.2318347 13.0740934)",11th Avenue,,,,,,,
26748486,residential,False,True,42.496,"LINESTRING (80.2287797 13.0728838, 80.2288718 13.0732553)",,,,,,,,
26748544,living_street,False,False,84.182,"LINESTRING (80.2287797 13.0728838, 80.2295351 13.0727057)",,,,,,,,
"[112869292, 26748486]",residential,False,False,170.76999999999998,"LINESTRING (80.2287797 13.0728838, 80.2287342 13.072759, 80.2286953 13.0727312, 80.2283728 13.0727709, 80.2279888 13.0728547, 80.2273302 13.0729935)",Arasmaram Street,,,,,,,
26748544,living_street,False,True,84.182,"LINESTRING (80.2295351 13.0727057, 80.2287797 13.0728838)",,,,,,,,
26748546,living_street,False,False,91.02,"LINESTRING (80.2296898 13.0730678, 80.2288718 13.0732553)",,,,,,,,
26748486,residential,False,False,42.496,"LINESTRING (80.2288718 13.0732553, 80.2287797 13.0728838)",,,,,,,,
26748486,residential,False,True,56.808,"LINESTRING (80.2288718 13.0732553, 80.2289866 13.0737538)",,,,,,,,
26748546,living_street,False,True,91.02,"LINESTRING (80.2288718 13.0732553, 80.2296898 13.0730678)",,,,,,,,
26748486,residential,False,False,56.808,"LINESTRING (80.2289866 13.0737538, 80.2288718 13.0732553)",,,,,,,,
26748486,residential,False,True,40.637,"LINESTRING (80.2289866 13.0737538, 80.229074 13.0741092)",,,,,,,,
"[1336398673, 26748547]",residential,False,"[False, True]",163.852,"LINESTRING (80.2289866 13.0737538, 80.2298093 13.0736356, 80.229858 13.0739479, 80.2298931 13.0739835, 80.2301988 13.0739663)",Yadaval Street,,,,,,,
28163143,residential,False,True,32.138,"LINESTRING (80.2301988 13.0739663, 80.2302261 13.0742541)",Subbarayan Street,,,,,,,
28163143,residential,False,False,112.869,"LINESTRING (80.2301988 13.0739663, 80.2301342 13.0732292, 80.2302357 13.0729723)",Subbarayan Street,,,,,,,
"[1336398673, 26748547]",residential,False,"[False, True]",163.85199999999998,"LINESTRING (80.2301988 13.0739663, 80.2298931 13.0739835, 80.229858 13.0739479, 80.2298093 13.0736356, 80.2289866 13.0737538)",Yadaval Street,,,,,,,
112869299,residential,False,False,128.921,"LINESTRING (80.2306198 13.0735628, 80.2309341 13.0735655, 80.2310354 13.0736123, 80.2311448 13.0736571, 80.231269 13.0736713, 80.2317856 13.0736126)",Harrington 10th Avenue,,,,,,,
112869299,residential,False,True,7.153,"LINESTRING (80.2318512 13.0736052, 80.2317856 13.0736126)",Harrington 10th Avenue,,,,,,,
1287029250,tertiary,True,False,66.946,"LINESTRING (80.2318512 13.0736052, 80.2318224 13.0731519, 80.2318136 13.0730774, 80.2317774 13.0730136)",Harrington Road,,,,,,,
33876640,residential,False,False,6.665,"LINESTRING (80.2223612 13.0643995, 80.222339 13.0643436)",Kamaraj Nagar 4th Street,,,,,,,
33876640,residential,False,True,31.565,"LINESTRING (80.2223612 13.0643995, 80.222424 13.0646767)",Kamaraj Nagar 4th Street,,,,,,,
30973311,residential,False,False,70.246,"LINESTRING (80.2393629 13.0977218, 80.2392888 13.0970942)",,,,,,,,
1048280723,primary,True,False,147.505,"LINESTRING (80.2393629 13.0977218, 80.2393457 13.0977214, 80.2389451 13.0977386, 80.2386298 13.0977962, 80.2383192 13.0978483, 80.2380162 13.0979011)",Konnur High Road,,,2,,,,
218191060,residential,False,False,70.491,"LINESTRING (80.2142167 13.0794052, 80.2142346 13.0787715)",,,,,,,,
26969673,tertiary,False,False,187.20999999999998,"LINESTRING (80.2142167 13.0794052, 80.2142806 13.0794174, 80.2150236 13.0797332, 80.2151531 13.0798573, 80.2152694 13.080097, 80.2152685 13.0804855)",7th Main Road,,,,,,,
26969673,tertiary,False,True,221.34,"LINESTRING (80.2142167 13.0794052, 80.2141325 13.0794041, 80.2122716 13.0794609, 80.2121822 13.0794229)",7th Main Road,,,,,,,
34690569,residential,False,True,239.597,"LINESTRING (80.2142167 13.0794052, 80.2137791 13.0791777, 80.2135432 13.0790459, 80.2132915 13.07901, 80.2121103 13.0788711)",,,,,,,,
34690651,tertiary,False,False,17.482,"LINESTRING (80.2121103 13.0788711, 80.2121418 13.0790253)",8th Main Road,,,,,,,
29114632,tertiary,False,True,34.228,"LINESTRING (80.2121103 13.0788711, 80.2120879 13.078738, 80.2120502 13.078569)",,,,,,,,
34690569,residential,False,False,239.597,"LINESTRING (80.2121103 13.0788711, 80.2132915 13.07901, 80.2135432 13.0790459, 80.2137791 13.0791777, 80.2142167 13.0794052)",,,,,,,,
34690651,tertiary,False,False,64.738,"LINESTRING (80.2121822 13.0794229, 80.2122251 13.0800036)",8th Main Road,,,,,,,
26969673,tertiary,False,False,221.34,"LINESTRING (80.2121822 13.0794229, 80.2122716 13.0794609, 80.2141325 13.0794041, 80.2142167 13.0794052)",7th Main Road,,,,,,,
34690651,tertiary,False,True,44.427,"LINESTRING (80.2121822 13.0794229, 80.2121729 13.0793318, 80.2121418 13.0790253)",8th Main Road,,,,,,,
34690651,tertiary,False,False,56.706,"LINESTRING (80.2122503 13.0805906, 80.2122728 13.0811001)",8th Main Road,,,,,,,
34690651,tertiary,False,True,20.356,"LINESTRING (80.2122503 13.0805906, 80.2122423 13.0804077)",8th Main Road,,,,,,,
26969663,residential,False,False,327.11,"LINESTRING (80.2122503 13.0805906, 80.2143952 13.0805166, 80.2147213 13.080505, 80.2152685 13.0804855)",,,,,,,,
23306342,tertiary,True,False,272.336,"LINESTRING (80.2128129 13.0824432, 80.2153258 13.0823576)",4th Avenue (Santhi Colony Road),,,2,,,,
24240028,tertiary,False,False,70.489,"LINESTRING (80.2128129 13.0824432, 80.2128533 13.0830759)",6th Main Road,,,,,,,
26969661,residential,False,False,105.229,"LINESTRING (80.2177955 13.0814572, 80.2168247 13.0814945)",5th street,,,,,,,
102479334,secondary,True,False,80.12700000000001,"LINESTRING (80.2177955 13.0814572, 80.2178155 13.0819488, 80.217808 13.0821773)",Anna Arch Road,,,3,,,,
26969662,residential,False,False,65.591,"LINESTRING (80.2158993 13.0809667, 80.2152941 13.0809878)",,,,,,,,
26969662,residential,False,True,327.474,"LINESTRING (80.2122728 13.0811001, 80.2152941 13.0809878)",,,,,,,,
34690651,tertiary,False,True,56.706,"LINESTRING (80.2122728 13.0811001, 80.2122503 13.0805906)",8th Main Road,,,,,,,
34690651,tertiary,False,False,66.48400000000001,"LINESTRING (80.2122728 13.0811001, 80.2122854 13.0813843, 80.2122907 13.0816977)",8th Main Road,,,,,,,
26969673,tertiary,False,False,55.922,"LINESTRING (80.2152685 13.0804855, 80.2152941 13.0809878)",7th Main Road,,,,,,,
26969663,residential,False,False,198.37,"LINESTRING (80.2152685 13.0804855, 80.2156395 13.0804711, 80.2157709 13.0804946, 80.2159733 13.080526, 80.2163348 13.0806298, 80.2165642 13.0807438, 80.216773 13.0808365, 80.2167848 13.0809361, 80.2168089 13.0810851)",,,,,,,,
26969663,residential,False,True,327.11,"LINESTRING (80.2152685 13.0804855, 80.2147213 13.080505, 80.2143952 13.0805166, 80.2122503 13.0805906)",,,,,,,,
26969673,tertiary,False,True,187.21,"LINESTRING (80.2152685 13.0804855, 80.2152694 13.080097, 80.2151531 13.0798573, 80.2150236 13.0797332, 80.2142806 13.0794174, 80.2142167 13.0794052)",7th Main Road,,,,,,,
26969664,residential,False,False,79.025,"LINESTRING (80.2122423 13.0804077, 80.2115157 13.0804723)",,,,,,,,
34690651,tertiary,False,False,20.356,"LINESTRING (80.2122423 13.0804077, 80.2122503 13.0805906)",8th Main Road,,,,,,,
34690651,tertiary,False,True,44.973,"LINESTRING (80.2122423 13.0804077, 80.2122251 13.0800036)",8th Main Road,,,,,,,
26969664,residential,False,True,139.69,"LINESTRING (80.2096934 13.0805845, 80.2109818 13.0805275)",,,,,,,,
26969665,residential,False,False,39.071,"LINESTRING (80.2096934 13.0805845, 80.2096821 13.0802333)",9th Main Road,,,,,,,
26969665,residential,False,True,15.089,"LINESTRING (80.2096934 13.0805845, 80.2096859 13.08072)",9th Main Road,,,,,,,
26969665,residential,False,False,8.551,"LINESTRING (80.2097636 13.0825811, 80.2097641 13.0825042)",9th Main Road,,,,,,,
145124429,tertiary,True,False,28.686,"LINESTRING (80.2097636 13.0825811, 80.2100284 13.0825758)",4th Avenue (Santhi Colony Road),,,2,,,,
26969665,residential,False,True,64.92,"LINESTRING (80.2096547 13.0791355, 80.2096678 13.0797192)",9th Main Road,,,,,,,
26969666,residential,False,False,199.01,"LINESTRING (80.2096547 13.0791355, 80.2078178 13.0791773)",7th Main Road,,,,,,,
26969666,residential,False,True,200.201,"LINESTRING (80.2096547 13.0791355, 80.2115004 13.0790382)",7th Main Road,,,,,,,
26969666,residential,False,False,69.485,"LINESTRING (80.2121418 13.0790253, 80.2115004 13.0790382)",7th Main Road,,,,,,,
34690651,tertiary,False,True,17.482,"LINESTRING (80.2121418 13.0790253, 80.2121103 13.0788711)",8th Main Road,,,,,,,
34690651,tertiary,False,False,44.427,"LINESTRING (80.2121418 13.0790253, 80.2121729 13.0793318, 80.2121822 13.0794229)",8th Main Road,,,,,,,
26969665,residential,False,False,57.186,"LINESTRING (80.2096821 13.0802333, 80.2096678 13.0797192)",9th Main Road,,,,,,,
26969665,residential,False,True,39.071,"LINESTRING (80.2096821 13.0802333, 80.2096934 13.0805845)",9th Main Road,,,,,,,
26969667,residential,False,False,199.825,"LINESTRING (80.2096821 13.0802333, 80.2078378 13.0802803)",,,,,,,,
26969665,residential,False,False,15.089,"LINESTRING (80.2096859 13.08072, 80.2096934 13.0805845)",9th Main Road,,,,,,,
26969665,residential,False,True,59.077,"LINESTRING (80.2096859 13.08072, 80.2096961 13.0812512)",9th Main Road,,,,,,,
26969669,residential,False,False,197.193,"LINESTRING (80.2096859 13.08072, 80.2078659 13.0807669)",,,,,,,,
26969669,residential,False,True,197.193,"LINESTRING (80.2078659 13.0807669, 80.2096859 13.08072)",,,,,,,,
26969670,residential,False,True,50.007,"LINESTRING (80.2078659 13.0807669, 80.207838 13.080318)",10th Main Road,,,,,,,
26969670,residential,False,False,44.22,"LINESTRING (80.2078659 13.0807669, 80.2078641 13.0810161, 80.2078688 13.0811645)",10th Main Road,,,,,,,
26969661,residential,False,True,11.758,"LINESTRING (80.2078905 13.0818962, 80.2079969 13.0819172)",5th street,,,,,,,
26969670,residential,False,True,46.138,"LINESTRING (80.2078905 13.0818962, 80.2078798 13.0814814)",10th Main Road,,,,,,,
34690582,residential,False,False,75.244,"LINESTRING (80.2078905 13.0818962, 80.2076322 13.0818511, 80.2074239 13.0818296, 80.2072028 13.0818026)",,,,,,,,
26969661,residential,False,False,11.758,"LINESTRING (80.2079969 13.0819172, 80.2078905 13.0818962)",5th street,,,,,,,
26969661,residential,False,True,188.143,"LINESTRING (80.2079969 13.0819172, 80.2097309 13.0818163)",5th street,,,,,,,
727731777,residential,False,False,72.651,"LINESTRING (80.2079969 13.0819172, 80.2080527 13.0825683)",10th Main Road,,,,,,,
26969671,residential,False,False,142.484,"LINESTRING (80.2080603 13.082658, 80.2081236 13.0839379)",10th Main Road,,,,,,,
145124429,tertiary,True,False,69.816,"LINESTRING (80.2080603 13.082658, 80.2087041 13.0826267)",4th Avenue (Santhi Colony Road),,,2,,,,
727731777,residential,False,True,10.008,"LINESTRING (80.2080603 13.082658, 80.2080527 13.0825683)",10th Main Road,,,,,,,
26969665,residential,False,False,59.077,"LINESTRING (80.2096961 13.0812512, 80.2096859 13.08072)",9th Main Road,,,,,,,
26969665,residential,False,True,62.949,"LINESTRING (80.2096961 13.0812512, 80.2097309 13.0818163)",9th Main Road,,,,,,,
26969672,residential,False,False,197.443,"LINESTRING (80.2096961 13.0812512, 80.2078743 13.0813144)",,,,,,,,
26969670,residential,False,False,18.579,"LINESTRING (80.2078743 13.0813144, 80.2078798 13.0814814)",10th Main Road,,,,,,,
26969670,residential,False,True,16.679,"LINESTRING (80.2078743 13.0813144, 80.2078688 13.0811645)",10th Main Road,,,,,,,
26969672,residential,False,True,197.443,"LINESTRING (80.2078743 13.0813144, 80.2096961 13.0812512)",,,,,,,,
218191060,residential,False,True,57.792,"LINESTRING (80.2142407 13.0782518, 80.2142346 13.0787715)",,,,,,,,
207264810,residential,False,False,42.128,"LINESTRING (80.2142407 13.0782518, 80.2142546 13.0780074, 80.2142523 13.077976, 80.2142504 13.0778734)",,,,,,,,
218191060,residential,False,False,252.79999999999998,"LINESTRING (80.2142407 13.0782518, 80.2131509 13.0782712, 80.2121627 13.0783534, 80.212135 13.0783747, 80.2121086 13.0784251, 80.2121001 13.0784446, 80.2120502 13.078569)",,,,,,,,
26969674,residential,False,False,86.365,"LINESTRING (80.2142346 13.0787715, 80.2150319 13.0787603)",,,,,,,,
218191060,residential,False,False,57.792,"LINESTRING (80.2142346 13.0787715, 80.2142407 13.0782518)",,,,,,,,
218191060,residential,False,True,70.491,"LINESTRING (80.2142346 13.0787715, 80.2142167 13.0794052)",,,,,,,,
26969674,residential,False,True,86.365,"LINESTRING (80.2150319 13.0787603, 80.2142346 13.0787715)",,,,,,,,
1254580127,residential,False,True,31.069,"LINESTRING (80.2150319 13.0787603, 80.2150347 13.0790397)",,,,,,,,
1254580128,residential,False,False,125.347,"LINESTRING (80.2150319 13.0787603, 80.2151612 13.0786404, 80.2151187 13.0779751, 80.214952 13.0777387)",,,,,,,,
34690651,tertiary,False,False,44.973,"LINESTRING (80.2122251 13.0800036, 80.2122423 13.0804077)",8th Main Road,,,,,,,
34690651,tertiary,False,True,64.738,"LINESTRING (80.2122251 13.0800036, 80.2121822 13.0794229)",8th Main Road,,,,,,,
26969675,residential,False,False,206.649,"LINESTRING (80.2122251 13.0800036, 80.2139382 13.0799608, 80.2141323 13.0799528)",,,,,,,,
26969666,residential,False,False,200.201,"LINESTRING (80.2115004 13.0790382, 80.2096547 13.0791355)",7th Main Road,,,,,,,
26969666,residential,False,True,69.485,"LINESTRING (80.2115004 13.0790382, 80.2121418 13.0790253)",7th Main Road,,,,,,,
26969676,residential,False,False,159.68200000000002,"LINESTRING (80.2115004 13.0790382, 80.2115442 13.0801281, 80.2115157 13.0804723)",,,,,,,,
26969664,residential,False,False,58.152,"LINESTRING (80.2115157 13.0804723, 80.2109818 13.0805275)",,,,,,,,
26969664,residential,False,True,79.025,"LINESTRING (80.2115157 13.0804723, 80.2122423 13.0804077)",,,,,,,,
26969676,residential,False,True,159.68200000000002,"LINESTRING (80.2115157 13.0804723, 80.2115442 13.0801281, 80.2115004 13.0790382)",,,,,,,,
26969665,residential,False,False,64.92,"LINESTRING (80.2096678 13.0797192, 80.2096547 13.0791355)",9th Main Road,,,,,,,
26969665,residential,False,True,57.186,"LINESTRING (80.2096678 13.0797192, 80.2096821 13.0802333)",9th Main Road,,,,,,,
26969677,residential,False,False,198.957,"LINESTRING (80.2096678 13.0797192, 80.207831 13.0797396)",,,,,,,,
26969670,residential,False,False,60.128,"LINESTRING (80.207831 13.0797396, 80.2078378 13.0802803)",10th Main Road,,,,,,,
26969670,residential,False,True,62.541,"LINESTRING (80.207831 13.0797396, 80.2078178 13.0791773)",10th Main Road,,,,,,,
26969677,residential,False,True,198.957,"LINESTRING (80.207831 13.0797396, 80.2096678 13.0797192)",,,,,,,,
26969666,residential,False,False,70.188,"LINESTRING (80.2078178 13.0791773, 80.2071707 13.0791435)",7th Main Road,,,,,,,
26969666,residential,False,True,199.01,"LINESTRING (80.2078178 13.0791773, 80.2096547 13.0791355)",7th Main Road,,,,,,,
26969670,residential,False,False,62.541,"LINESTRING (80.2078178 13.0791773, 80.207831 13.0797396)",10th Main Road,,,,,,,
26969667,residential,False,True,199.825,"LINESTRING (80.2078378 13.0802803, 80.2096821 13.0802333)",,,,,,,,
26969670,residential,False,False,4.192,"LINESTRING (80.2078378 13.0802803, 80.207838 13.080318)",10th Main Road,,,,,,,
26969670,residential,False,True,60.128,"LINESTRING (80.2078378 13.0802803, 80.207831 13.0797396)",10th Main Road,,,,,,,
34690582,residential,False,False,61.777,"LINESTRING (80.2063897 13.0797189, 80.2063807 13.0791634)",,,,,,,,
34690582,residential,False,True,55.386,"LINESTRING (80.2063897 13.0797189, 80.2063903 13.080217)",,,,,,,,
34690700,residential,False,True,85.131,"LINESTRING (80.2063897 13.0797189, 80.2071756 13.0797071)",,,,,,,,
26969664,residential,False,False,139.69,"LINESTRING (80.2109818 13.0805275, 80.2096934 13.0805845)",,,,,,,,
26969664,residential,False,True,58.152,"LINESTRING (80.2109818 13.0805275, 80.2115157 13.0804723)",,,,,,,,
26969678,residential,False,False,101.642,"LINESTRING (80.2109818 13.0805275, 80.2110046 13.0810707, 80.2109976 13.0811039, 80.2109684 13.0811164, 80.2106548 13.0811177)",,,,,,,,
26969678,residential,False,True,101.642,"LINESTRING (80.2106548 13.0811177, 80.2109684 13.0811164, 80.2109976 13.0811039, 80.2110046 13.0810707, 80.2109818 13.0805275)",,,,,,,,
23306346,tertiary,False,False,20.023,"LINESTRING (80.2101743 13.0841984, 80.2101794 13.0843784)",5th Avenue,,,,,,,
23306346,tertiary,False,True,43.72,"LINESTRING (80.2101743 13.0841984, 80.210137 13.0838069)",5th Avenue,,,,,,,
297308658,residential,False,True,67.301,"LINESTRING (80.2101743 13.0841984, 80.2107947 13.0841644)",4th Street,,,,,,,
26969679,residential,False,False,53.363,"LINESTRING (80.2107354 13.0831701, 80.2107657 13.0836491)",1st Street,,,,,,,
26969679,residential,False,True,68.997,"LINESTRING (80.2107354 13.0831701, 80.2107192 13.0825498)",1st Street,,,,,,,
297308583,residential,False,True,229.626,"LINESTRING (80.2107354 13.0831701, 80.2128533 13.0830759)",2nd Street,,,,,,,
26969679,residential,False,False,68.997,"LINESTRING (80.2107192 13.0825498, 80.2107354 13.0831701)",1st Street,,,,,,,
23306342,tertiary,True,False,227.083,"LINESTRING (80.2107192 13.0825498, 80.2123204 13.0824617, 80.2128129 13.0824432)",4th Avenue (Santhi Colony Road),,,2,,,,
26969679,residential,False,True,57.385,"LINESTRING (80.2107947 13.0841644, 80.2107657 13.0836491)",1st Street,,,,,,,
297308658,residential,False,False,67.301,"LINESTRING (80.2107947 13.0841644, 80.2101743 13.0841984)",4th Street,,,,,,,
297308658,residential,False,True,227.961,"LINESTRING (80.2107947 13.0841644, 80.2128965 13.084056)",4th Street,,,,,,,
26969680,residential,False,False,54.816,"LINESTRING (80.2135396 13.0840314, 80.2135264 13.0835386)",2nd Street,,,,,,,
297308488,residential,False,False,69.707,"LINESTRING (80.2135396 13.0840314, 80.2128965 13.084056)",5th Street,,,,,,,
297308488,residential,False,True,136.888,"LINESTRING (80.2135396 13.0840314, 80.2148025 13.0839831)",5th Street,,,,,,,
26969680,residential,False,True,53.961,"LINESTRING (80.2135127 13.0830535, 80.2135264 13.0835386)",2nd Street,,,,,,,
297308438,residential,False,False,71.462,"LINESTRING (80.2135127 13.0830535, 80.2128533 13.0830759)",1St Street,,,,,,,
297308438,residential,False,True,137.69,"LINESTRING (80.2135127 13.0830535, 80.2147832 13.0830104)",1St Street,,,,,,,
26969681,residential,False,False,53.149,"LINESTRING (80.2148025 13.0839831, 80.2147936 13.0835052)",4th Street,,,,,,,
297308488,residential,False,False,136.888,"LINESTRING (80.2148025 13.0839831, 80.2135396 13.0840314)",5th Street,,,,,,,
297308488,residential,False,True,65.62,"LINESTRING (80.2148025 13.0839831, 80.2154079 13.08396)",5th Street,,,,,,,
26969681,residential,False,True,55.031,"LINESTRING (80.2147832 13.0830104, 80.2147936 13.0835052)",4th Street,,,,,,,
297308438,residential,False,False,137.69,"LINESTRING (80.2147832 13.0830104, 80.2135127 13.0830535)",1St Street,,,,,,,
297308438,residential,False,True,63.648,"LINESTRING (80.2147832 13.0830104, 80.2153705 13.0829905)",1St Street,,,,,,,
26969681,residential,False,False,55.031,"LINESTRING (80.2147936 13.0835052, 80.2147832 13.0830104)",4th Street,,,,,,,
26969681,residential,False,True,53.149,"LINESTRING (80.2147936 13.0835052, 80.2148025 13.0839831)",4th Street,,,,,,,
26969682,residential,False,False,137.299,"LINESTRING (80.2147936 13.0835052, 80.2135264 13.0835386)",3rd Street,,,,,,,
26969680,residential,False,False,53.961,"LINESTRING (80.2135264 13.0835386, 80.2135127 13.0830535)",2nd Street,,,,,,,
26969680,residential,False,True,54.816,"LINESTRING (80.2135264 13.0835386, 80.2135396 13.0840314)",2nd Street,,,,,,,
26969682,residential,False,True,137.299,"LINESTRING (80.2135264 13.0835386, 80.2147936 13.0835052)",3rd Street,,,,,,,
26969683,residential,False,False,195.236,"LINESTRING (80.2153893 13.0834718, 80.2171905 13.0834028)",2nd Street,,,,,,,
51352043,residential,False,False,54.323,"LINESTRING (80.2153893 13.0834718, 80.2154079 13.08396)",3rd Main Road,,,,,,,
51352043,residential,False,True,53.557,"LINESTRING (80.2153893 13.0834718, 80.2153705 13.0829905)",3rd Main Road,,,,,,,
26969683,residential,False,True,195.236,"LINESTRING (80.2171905 13.0834028, 80.2153893 13.0834718)",2nd Street,,,,,,,
"[297308420, 34690567]",residential,False,False,248.27599999999998,"LINESTRING (80.2171905 13.0834028, 80.217164 13.0829191, 80.2153705 13.0829905)","['1st Street', '4th Street']",,,,,,,
"[297308421, 34690567]",residential,False,"[False, True]",249.36399999999998,"LINESTRING (80.2171905 13.0834028, 80.2172119 13.0838346, 80.2172007 13.0838913, 80.2171603 13.0839131, 80.2169936 13.0839185, 80.2154079 13.08396)","['3rd Street', '4th Street']",,,,,,,
26969666,residential,False,True,40.453,"LINESTRING (80.2053064 13.0791559, 80.205679 13.079181)",7th Main Road,,,,,,,
34690704,residential,False,False,4.29,"LINESTRING (80.2053064 13.0791559, 80.2052668 13.0791567)",,,,,,,,
1434351726,residential,False,True,77.215,"LINESTRING (80.2053064 13.0791559, 80.2053363 13.0798497)",11th Main Road,,,,,,,
23306346,tertiary,False,False,5.006,"LINESTRING (80.2101794 13.0843784, 80.2101808 13.0844234)",5th Avenue,,,,,,,
23306346,tertiary,False,True,20.023,"LINESTRING (80.2101794 13.0843784, 80.2101743 13.0841984)",5th Avenue,,,,,,,
26969685,residential,False,False,220.338,"LINESTRING (80.2101794 13.0843784, 80.2081464 13.0844508)",8th Street,,,,,,,
26969685,residential,False,True,279.922,"LINESTRING (80.2029646 13.0846346, 80.2055474 13.0845433)",8th Street,,,,,,,
34690571,residential,False,False,53.023,"LINESTRING (80.2029646 13.0846346, 80.2029489 13.084158)",12th Main Road,,,,,,,
34690571,residential,False,True,58.233,"LINESTRING (80.2029646 13.0846346, 80.2029647 13.0851583)",12th Main Road,,,,,,,
26969687,residential,False,False,277.114,"LINESTRING (80.2054117 13.0820239, 80.2028542 13.0820951)",,,,,,,,
34690570,residential,False,False,57.826,"LINESTRING (80.2054117 13.0820239, 80.2053992 13.081504)",11th Main Road,,,,,,,
34690570,residential,False,True,66.707,"LINESTRING (80.2054117 13.0820239, 80.2054621 13.0826218)",11th Main Road,,,,,,,
995151406,residential,False,False,58.654,"LINESTRING (80.2054117 13.0820239, 80.2059532 13.0820308)",,,,,,,,
26969687,residential,False,True,36.709,"LINESTRING (80.201193 13.0821544, 80.2015317 13.0821423)",,,,,,,,
26969690,residential,False,False,139.89,"LINESTRING (80.2027985 13.0810656, 80.2015082 13.0811214)",,,,,,,,
26969690,residential,False,True,280.561,"LINESTRING (80.2027985 13.0810656, 80.2053867 13.0809626)",,,,,,,,
727731776,residential,False,False,59.315,"LINESTRING (80.2027985 13.0810656, 80.2027824 13.0805324)",12th Main Road,,,,,,,
727731776,residential,False,True,55.631,"LINESTRING (80.2027985 13.0810656, 80.2028215 13.0815654)",12th Main Road,,,,,,,
26969691,residential,False,False,279.687,"LINESTRING (80.2053625 13.0804289, 80.2027824 13.0805324)",AL Block 1st Street,,,,,,,
34690570,residential,False,True,59.403,"LINESTRING (80.2053625 13.0804289, 80.2053867 13.0809626)",11th Main Road,,,,,,,
1434351725,residential,False,True,60.17,"LINESTRING (80.2053625 13.0804289, 80.2059176 13.0804074)",AK Block 8th Street,,,,,,,
1434351726,residential,False,False,64.467,"LINESTRING (80.2053625 13.0804289, 80.2053363 13.0798497)",11th Main Road,,,,,,,
26969692,residential,False,False,280.164,"LINESTRING (80.2053363 13.0798497, 80.2027537 13.0799912)",,,,,,,,
34690686,residential,False,True,55.544,"LINESTRING (80.2053363 13.0798497, 80.205849 13.0798389)",,,,,,,,
1434351726,residential,False,False,77.215,"LINESTRING (80.2053363 13.0798497, 80.2053064 13.0791559)",11th Main Road,,,,,,,
1434351726,residential,False,True,64.467,"LINESTRING (80.2053363 13.0798497, 80.2053625 13.0804289)",11th Main Road,,,,,,,
26969690,residential,False,False,280.561,"LINESTRING (80.2053867 13.0809626, 80.2027985 13.0810656)",,,,,,,,
26969690,residential,False,True,57.545,"LINESTRING (80.2053867 13.0809626, 80.2059176 13.0809425)",,,,,,,,
34690570,residential,False,False,59.403,"LINESTRING (80.2053867 13.0809626, 80.2053625 13.0804289)",11th Main Road,,,,,,,
34690570,residential,False,True,60.216,"LINESTRING (80.2053867 13.0809626, 80.2053992 13.081504)",11th Main Road,,,,,,,
26969693,residential,False,False,279.273,"LINESTRING (80.2053992 13.081504, 80.2028215 13.0815654)",,,,,,,,
26969693,residential,False,True,51.978,"LINESTRING (80.2053992 13.081504, 80.2058791 13.0815022)",,,,,,,,
34690570,residential,False,False,60.216,"LINESTRING (80.2053992 13.081504, 80.2053867 13.0809626)",11th Main Road,,,,,,,
34690570,residential,False,True,57.826,"LINESTRING (80.2053992 13.081504, 80.2054117 13.0820239)",11th Main Road,,,,,,,
26969693,residential,False,True,34.482,"LINESTRING (80.2011699 13.0815975, 80.2014882 13.0815913)",,,,,,,,
26969694,residential,False,False,70.314,"LINESTRING (80.2029489 13.084158, 80.2022999 13.0841739)",,,,,,,,
34690571,residential,False,False,146.65,"LINESTRING (80.2029489 13.084158, 80.2028853 13.0828406)",12th Main Road,,,,,,,
34690571,residential,False,True,53.023,"LINESTRING (80.2029489 13.084158, 80.2029646 13.0846346)",12th Main Road,,,,,,,
26969695,residential,False,False,63.594,"LINESTRING (80.2022863 13.0834313, 80.2022514 13.0828604)",,,,,,,,
