osmid,highway,oneway,reversed,length,geometry,name,ref,access,lanes,tunnel,maxspeed,bridge,junction
207260595,residential,False,False,120.64599999999999,"LINESTRING (80.2065468 13.0743706, 80.2071863 13.0742228, 80.2074748 13.0742277, 80.2076342 13.0741758)",,,,,,,,
207260589,residential,False,True,63.324,"LINESTRING (80.2054099 13.0743509, 80.2048416 13.0744846)",,,,,,,,
207260597,residential,False,True,52.057,"LINESTRING (80.2054099 13.0743509, 80.2055019 13.0748104)",,,,,,,,
219558901,residential,False,False,106.011,"LINESTRING (80.2054099 13.0743509, 80.205909 13.0742453, 80.2058069 13.0738004)",,,,,,,,
207260586,residential,False,False,86.487,"LINESTRING (80.2045695 13.0744132, 80.2047109 13.0751787)",,,,,,,,
207260589,residential,False,False,63.324,"LINESTRING (80.2048416 13.0744846, 80.2054099 13.0743509)",,,,,,,,
207260587,residential,False,False,37.025,"LINESTRING (80.2071375 13.0746066, 80.2074715 13.0745357)",,,,,,,,
207260587,residential,False,True,56.768,"LINESTRING (80.2071375 13.0746066, 80.2066289 13.0747299)",,,,,,,,
219558899,residential,False,False,130.162,"LINESTRING (80.2071375 13.0746066, 80.2073063 13.075243, 80.2073054 13.0752512, 80.2073008 13.0752575, 80.2072937 13.0752618, 80.2068043 13.0753714)",,,,,,,,
207260566,residential,False,True,40.93,"LINESTRING (80.2066289 13.0747299, 80.2065468 13.0743706)",,,,,,,,
207260582,residential,False,False,39.995,"LINESTRING (80.2066289 13.0747299, 80.2062702 13.0748153)",,,,,,,,
207260587,residential,False,False,56.768,"LINESTRING (80.2066289 13.0747299, 80.2071375 13.0746066)",,,,,,,,
207260566,residential,False,False,43.45,"LINESTRING (80.2066289 13.0747299, 80.2066802 13.0749225, 80.206735 13.0751067)",,,,,,,,
207260597,residential,False,False,52.057,"LINESTRING (80.2055019 13.0748104, 80.2054099 13.0743509)",,,,,,,,
207260597,residential,False,True,94.224,"LINESTRING (80.2055019 13.0748104, 80.2055583 13.0750417, 80.2049767 13.075177, 80.2049689 13.0751509)",,,,,,,,
207260599,residential,False,True,87.466,"LINESTRING (80.2055019 13.0748104, 80.2049206 13.074954, 80.2049689 13.0751509)",,,,,,,,
28682332,residential,False,False,112.848,"LINESTRING (80.2034229 13.0748618, 80.2035456 13.0753526, 80.203634 13.075855)",Tiruveedhi Amman Koil Street,,,,,,,
207260582,residential,False,False,42.584,"LINESTRING (80.2062702 13.0748153, 80.2058884 13.0749067)",,,,,,,,
207260582,residential,False,True,39.995,"LINESTRING (80.2062702 13.0748153, 80.2066289 13.0747299)",,,,,,,,
207260588,living_street,False,False,72.326,"LINESTRING (80.2062702 13.0748153, 80.2061924 13.0745489, 80.206101 13.0741862)",,,,,,,,
207260582,residential,False,True,42.584,"LINESTRING (80.2058884 13.0749067, 80.2062702 13.0748153)",,,,,,,,
219558903,residential,False,True,44.718,"LINESTRING (80.2058884 13.0749067, 80.2059875 13.0752971)",,,,,,,,
"[1268997011, 219558903]",residential,False,False,48.416,"LINESTRING (80.2058884 13.0749067, 80.2058529 13.0747594, 80.2057876 13.0744825)",,,,,,,,
"[207260598, 1246777791]",residential,False,True,91.134,"LINESTRING (80.2078344 13.0749718, 80.2077864 13.0747647, 80.2077261 13.0745295, 80.2076342 13.0741758)",,,,,,,,
207260599,residential,False,True,28.115,"LINESTRING (80.2049689 13.0751509, 80.2047109 13.0751787)",,,,,,,,
207260597,residential,False,False,94.224,"LINESTRING (80.2049689 13.0751509, 80.2049767 13.075177, 80.2055583 13.0750417, 80.2055019 13.0748104)",,,,,,,,
207260599,residential,False,False,87.466,"LINESTRING (80.2049689 13.0751509, 80.2049206 13.074954, 80.2055019 13.0748104)",,,,,,,,
207260591,residential,False,False,83.686,"LINESTRING (80.206735 13.0751067, 80.2059875 13.0752971)",,,,,,,,
207260566,residential,False,False,30.377,"LINESTRING (80.206735 13.0751067, 80.2067959 13.0753428, 80.2068043 13.0753714)",,,,,,,,
207260566,residential,False,True,43.45,"LINESTRING (80.206735 13.0751067, 80.2066802 13.0749225, 80.2066289 13.0747299)",,,,,,,,
207260586,residential,False,True,86.487,"LINESTRING (80.2047109 13.0751787, 80.2045695 13.0744132)",,,,,,,,
207260599,residential,False,False,28.115,"LINESTRING (80.2047109 13.0751787, 80.2049689 13.0751509)",,,,,,,,
207260599,residential,False,True,25.772,"LINESTRING (80.2047109 13.0751787, 80.2044744 13.0752042)",,,,,,,,
207260586,residential,False,False,85.936,"LINESTRING (80.2047109 13.0751787, 80.2047733 13.0756611, 80.2047831 13.0757106, 80.2048292 13.0759425)",,,,,,,,
207260599,residential,False,False,25.772,"LINESTRING (80.2044744 13.0752042, 80.2047109 13.0751787)",,,,,,,,
207260599,residential,False,True,27.963,"LINESTRING (80.2044744 13.0752042, 80.2042191 13.0752416)",,,,,,,,
207260564,residential,False,False,119.96,"LINESTRING (80.2044744 13.0752042, 80.2044497 13.0750174, 80.204296 13.0741396)",Janakiraman Colony Main Road,,,,,,,
207260564,residential,False,True,155.055,"LINESTRING (80.2044744 13.0752042, 80.2045709 13.0760271, 80.2046054 13.0765923)",Janakiraman Colony Main Road,,,,,,,
207264553,residential,False,True,83.532,"LINESTRING (80.2080312 13.0752928, 80.2087938 13.0751808)",,,,,,,,
207260599,residential,False,False,27.963,"LINESTRING (80.2042191 13.0752416, 80.2044744 13.0752042)",,,,,,,,
207260563,residential,False,True,150.997,"LINESTRING (80.2042191 13.0752416, 80.2042436 13.0754455, 80.2043083 13.0758838, 80.2043823 13.0763514, 80.2043985 13.0765876)",Ambedkar Street,,,,,,,
207260591,residential,False,False,30.395,"LINESTRING (80.2059875 13.0752971, 80.2057161 13.0753666)",,,,,,,,
207260591,residential,False,True,83.686,"LINESTRING (80.2059875 13.0752971, 80.206735 13.0751067)",,,,,,,,
219558903,residential,False,False,44.718,"LINESTRING (80.2059875 13.0752971, 80.2058884 13.0749067)",,,,,,,,
207260566,residential,False,False,41.257999999999996,"LINESTRING (80.2068043 13.0753714, 80.2068257 13.075451, 80.2068694 13.0757366)",,,,,,,,
207260566,residential,False,True,30.377,"LINESTRING (80.2068043 13.0753714, 80.2067959 13.0753428, 80.206735 13.0751067)",,,,,,,,
219558899,residential,False,True,130.16199999999998,"LINESTRING (80.2068043 13.0753714, 80.2072937 13.0752618, 80.2073008 13.0752575, 80.2073054 13.0752512, 80.2073063 13.075243, 80.2071375 13.0746066)",,,,,,,,
219558889,residential,False,True,23.31,"LINESTRING (80.2065272 13.0757419, 80.2065059 13.0759505)",,,,,,,,
207260586,residential,False,True,85.936,"LINESTRING (80.2048292 13.0759425, 80.2047831 13.0757106, 80.2047733 13.0756611, 80.2047109 13.0751787)",,,,,,,,
207260600,residential,False,True,17.064,"LINESTRING (80.2065059 13.0759505, 80.2064883 13.076103)",,,,,,,,
219558889,residential,False,False,23.31,"LINESTRING (80.2065059 13.0759505, 80.2065272 13.0757419)",,,,,,,,
207260575,residential,False,False,124.474,"LINESTRING (80.2065059 13.0759505, 80.2058468 13.0758337, 80.205794 13.0758456, 80.2057601 13.0758711, 80.2057385 13.0759267, 80.2056723 13.0762329)",,,,,,,,
207260600,residential,False,False,17.064,"LINESTRING (80.2064883 13.076103, 80.2065059 13.0759505)",,,,,,,,
207260600,residential,False,True,27.624,"LINESTRING (80.2064883 13.076103, 80.2064431 13.0763475)",,,,,,,,
207260602,residential,False,False,44.448,"LINESTRING (80.2064883 13.076103, 80.2068984 13.0761176)",,,,,,,,
207260566,residential,False,True,42.482,"LINESTRING (80.2068984 13.0761176, 80.2068694 13.0757366)",,,,,,,,
207260602,residential,False,True,44.448,"LINESTRING (80.2068984 13.0761176, 80.2064883 13.076103)",,,,,,,,
207260566,residential,False,False,98.05000000000001,"LINESTRING (80.2068984 13.0761176, 80.2069105 13.0764281, 80.2069314 13.0769988)",,,,,,,,
"[219558890, 207260567]",residential,False,"[False, True]",128.768,"LINESTRING (80.2068984 13.0761176, 80.2071577 13.0761265, 80.2071689 13.0761275, 80.2071783 13.0761304, 80.2071858 13.0761357, 80.2071888 13.0761446, 80.2072498 13.0770089)",Ramakrishna Street,,,,,,,
207260600,residential,False,False,27.624,"LINESTRING (80.2064431 13.0763475, 80.2064883 13.076103)",,,,,,,,
207260600,residential,False,True,64.516,"LINESTRING (80.2064431 13.0763475, 80.2063433 13.0769195)",,,,,,,,
1036532021,residential,False,True,84.454,"LINESTRING (80.2064431 13.0763475, 80.2056723 13.0762329)",,,,,,,,
207260564,residential,False,True,3.402,"LINESTRING (80.2046054 13.0765923, 80.2046089 13.0766227)",Janakiraman Colony Main Road,,,,,,,
207260564,residential,False,False,155.055,"LINESTRING (80.2046054 13.0765923, 80.2045709 13.0760271, 80.2044744 13.0752042)",Janakiraman Colony Main Road,,,,,,,
693156423,residential,False,True,204.657,"LINESTRING (80.2046054 13.0765923, 80.2046754 13.0765831, 80.2048262 13.0765049, 80.2049344 13.076414, 80.2051193 13.0762687, 80.2052742 13.0761284, 80.2054436 13.0760034, 80.2055919 13.0758911, 80.2057528 13.0757879, 80.2059634 13.0756521, 80.2061445 13.0755476)",,,,,,,,
207260564,residential,False,False,3.402,"LINESTRING (80.2046089 13.0766227, 80.2046054 13.0765923)",Janakiraman Colony Main Road,,,,,,,
1287586755,primary,True,False,23.121,"LINESTRING (80.2046089 13.0766227, 80.2043985 13.0765876)",EVR Periyar Salai,SHU86,,2,,,,
"[1036532021, 207260581]",residential,False,False,105.781,"LINESTRING (80.2051543 13.0767159, 80.2052323 13.0762, 80.2056723 13.0762329)",Balaji Street,,,,,,,
1287586755,primary,True,False,59.975,"LINESTRING (80.2051543 13.0767159, 80.2046478 13.0766292, 80.2046089 13.0766227)",EVR Periyar Salai,SHU86,,2,,,,
207260600,residential,False,False,64.516,"LINESTRING (80.2063433 13.0769195, 80.2064431 13.0763475)",,,,,,,,
1287586755,primary,True,False,130.757,"LINESTRING (80.2063433 13.0769195, 80.2051543 13.0767159)",EVR Periyar Salai,SHU86,,2,,,,
1287586755,primary,True,False,34.505,"LINESTRING (80.2072498 13.0770089, 80.2069314 13.0769988)",EVR Periyar Salai,SHU86,,2,,,,
"[219558890, 207260567]",residential,False,"[False, True]",128.768,"LINESTRING (80.2072498 13.0770089, 80.2071888 13.0761446, 80.2071858 13.0761357, 80.2071783 13.0761304, 80.2071689 13.0761275, 80.2071577 13.0761265, 80.2068984 13.0761176)",Ramakrishna Street,,,,,,,
1287586755,primary,True,False,31.024,"LINESTRING (80.207536 13.0770202, 80.2072498 13.0770089)",EVR Periyar Salai,SHU86,,2,,,,
"[207260577, 219558913]",living_street,False,False,202.17899999999997,"LINESTRING (80.207536 13.0770202, 80.2075291 13.076941, 80.2075191 13.076826, 80.2074588 13.0761358, 80.207579 13.0761427, 80.2079626 13.076103, 80.2080591 13.0760863, 80.2084054 13.0760291)",,,,,,,,
207260593,living_street,False,False,79.401,"LINESTRING (80.2041909 13.0785277, 80.2044409 13.0785691, 80.2046682 13.0786133, 80.2049076 13.0786753)",,,,,,,,
207260593,living_street,False,False,54.451,"LINESTRING (80.2049076 13.0786753, 80.2048903 13.0791647)",,,,,,,,
207260592,living_street,False,False,39.427,"LINESTRING (80.2049076 13.0786753, 80.2051258 13.0786812, 80.2052714 13.0786871)",,,,,,,,
207260593,living_street,False,True,79.40100000000001,"LINESTRING (80.2049076 13.0786753, 80.2046682 13.0786133, 80.2044409 13.0785691, 80.2041909 13.0785277)",,,,,,,,
26969666,residential,False,False,40.453,"LINESTRING (80.205679 13.079181, 80.2053064 13.0791559)",7th Main Road,,,,,,,
26969666,residential,False,True,76.027,"LINESTRING (80.205679 13.079181, 80.2063807 13.0791634)",7th Main Road,,,,,,,
207260592,living_street,False,True,98.41799999999999,"LINESTRING (80.205679 13.079181, 80.205685 13.078699, 80.2053835 13.0786916, 80.2052714 13.0786871)",,,,,,,,
34690704,residential,False,False,89.547,"LINESTRING (80.2048903 13.0791647, 80.2040637 13.0791489)",,,,,,,,
34690704,residential,False,True,40.789,"LINESTRING (80.2048903 13.0791647, 80.2052668 13.0791567)",,,,,,,,
207260593,living_street,False,True,54.451,"LINESTRING (80.2048903 13.0791647, 80.2049076 13.0786753)",,,,,,,,
1254291557,residential,False,True,53.626,"LINESTRING (80.2076747 13.0796786, 80.2071797 13.0796888)",,,,,,,,
207260572,residential,False,False,60.643,"LINESTRING (80.2071797 13.0796888, 80.2071707 13.0791435)",,,,,,,,
1254291557,residential,False,False,53.626,"LINESTRING (80.2071797 13.0796888, 80.2076747 13.0796786)",,,,,,,,
1254291557,residential,False,True,2.083,"LINESTRING (80.2071797 13.0796888, 80.2071756 13.0797071)",,,,,,,,
"[1254291558, 34690695]",residential,False,"[False, True]",135.428,"LINESTRING (80.2075048 13.0808882, 80.2071909 13.0808905, 80.2072028 13.0818026)",,,,,,,,
207260569,residential,False,False,12.283,"LINESTRING (80.2029228 13.0999356, 80.2030358 13.0999262)",,,,,,,,
207260584,residential,False,False,36.363,"LINESTRING (80.2029228 13.0999356, 80.2025905 13.0999824)",,,,,,,,
207260584,residential,False,True,41.971,"LINESTRING (80.2029228 13.0999356, 80.202852 13.0995645)",,,,,,,,
51352045,tertiary,False,False,90.044,"LINESTRING (80.2018705 13.1000867, 80.2020136 13.1008844)",Thirumangalam Road,,,,,,,
51352045,tertiary,False,True,10.132,"LINESTRING (80.2018705 13.1000867, 80.2018615 13.099996)",Thirumangalam Road,,,,,,,
207260584,residential,False,True,42.319,"LINESTRING (80.2018705 13.1000867, 80.202257 13.1000307)",,,,,,,,
207260573,residential,False,True,47.561,"LINESTRING (80.205033 13.1002191, 80.2046372 13.1000338)",,,,,,,,
33876015,residential,False,False,62.564,"LINESTRING (80.2107119 13.0714292, 80.2101486 13.0715537)",,,,,,,,
33876015,residential,False,True,101.53,"LINESTRING (80.2107119 13.0714292, 80.2116422 13.0713173)",,,,,,,,
207264550,residential,False,True,98.314,"LINESTRING (80.2107119 13.0714292, 80.2107882 13.0719696, 80.2108085 13.0723077)",,,,,,,,
207264550,residential,False,False,98.314,"LINESTRING (80.2108085 13.0723077, 80.2107882 13.0719696, 80.2107119 13.0714292)",,,,,,,,
219558905,residential,False,True,126.659,"LINESTRING (80.2108085 13.0723077, 80.2113278 13.072255, 80.211314 13.0719121, 80.2113024 13.071625)",,,,,,,,
27646271,residential,False,True,48.119,"LINESTRING (80.2083409 13.0733767, 80.2079131 13.0734934)",Gandhi Road,,,,,,,
207264561,residential,False,False,48.286,"LINESTRING (80.2083409 13.0733767, 80.2084399 13.0738001)",,,,,,,,
27646271,residential,False,False,100.982,"LINESTRING (80.2083409 13.0733767, 80.2089283 13.0732445, 80.2092493 13.0731723)",Gandhi Road,,,,,,,
27616847,residential,False,True,52.704,"LINESTRING (80.2102417 13.0735078, 80.2107281 13.0734947)",,,,,,,,
219558884,residential,False,True,63.73,"LINESTRING (80.2102417 13.0735078, 80.2102118 13.0729354)",,,,,,,,
27616847,residential,False,False,104.80799999999999,"LINESTRING (80.2102417 13.0735078, 80.209947 13.0734995, 80.2093842 13.0735646, 80.2092808 13.0735876)",,,,,,,,
219558884,residential,False,False,137.69,"LINESTRING (80.2102417 13.0735078, 80.2102722 13.0741389, 80.2102994 13.0747448)",,,,,,,,
33876110,residential,False,False,20.725,"LINESTRING (80.209068 13.0741757, 80.2092578 13.0741521)",,,,,,,,
"[33876110, 207264551]",residential,False,"[False, True]",217.60199999999998,"LINESTRING (80.209068 13.0741757, 80.2091791 13.074705, 80.2096692 13.0746778, 80.2096769 13.0741476, 80.2092578 13.0741521)",,,,,,,,
33876110,residential,False,True,58.789,"LINESTRING (80.209068 13.0741757, 80.208529 13.0742379)",,,,,,,,
207264561,residential,False,True,70.557,"LINESTRING (80.2086815 13.0748548, 80.208529 13.0742379)",,,,,,,,
207264561,residential,False,False,38.239999999999995,"LINESTRING (80.2086815 13.0748548, 80.2087854 13.0751517, 80.2087938 13.0751808)",,,,,,,,
219558902,residential,False,False,91.54599999999999,"LINESTRING (80.2086815 13.0748548, 80.2082804 13.0749279, 80.2082682 13.0749278, 80.2082587 13.0749224, 80.2082524 13.0749138, 80.2081505 13.0745339)",,,,,,,,
30124216,residential,False,True,40.31,"LINESTRING (80.2170777 13.0750179, 80.2170136 13.0746608)",,,,,,,,
1370773101,primary,True,False,90.305,"LINESTRING (80.2170777 13.0750179, 80.216759 13.0750567, 80.2162504 13.0751187)",EVR Periyar Salai,SHU86,,2,,,,
207264536,residential,False,True,89.341,"LINESTRING (80.211156 13.0751582, 80.210333 13.075212)",Mangali Nagar 1st Street,,,,,,,
207264555,residential,False,True,40.256,"LINESTRING (80.211156 13.0751582, 80.2111378 13.0747966)",,,,,,,,
207264536,residential,False,False,255.80900000000003,"LINESTRING (80.211156 13.0751582, 80.2116292 13.0750765, 80.2116777 13.0750867, 80.2117018 13.0751077, 80.2117144 13.0751426, 80.2117351 13.0752002, 80.211791 13.0753771, 80.2118983 13.0757269, 80.21201 13.0761826, 80.212084 13.0765478, 80.2121289 13.0768078)",Mangali Nagar 1st Street,,,,,,,
207264555,residential,False,False,116.26100000000001,"LINESTRING (80.211156 13.0751582, 80.2112099 13.0758443, 80.2112151 13.0759426, 80.2112263 13.0760928, 80.2111204 13.0761262)",,,,,,,,
207264553,residential,False,False,83.532,"LINESTRING (80.2087938 13.0751808, 80.2080312 13.0752928)",,,,,,,,
207264561,residential,False,False,48.507000000000005,"LINESTRING (80.2087938 13.0751808, 80.2088371 13.0753302, 80.208917 13.0756002)",,,,,,,,
207264561,residential,False,True,38.239999999999995,"LINESTRING (80.2087938 13.0751808, 80.2087854 13.0751517, 80.2086815 13.0748548)",,,,,,,,
207264536,residential,False,False,89.341,"LINESTRING (80.210333 13.075212, 80.211156 13.0751582)",Mangali Nagar 1st Street,,,,,,,
219558884,residential,False,False,39.846,"LINESTRING (80.210333 13.075212, 80.2103433 13.0755702)",,,,,,,,
219558884,residential,False,True,52.078,"LINESTRING (80.210333 13.075212, 80.2102994 13.0747448)",,,,,,,,
219558884,residential,False,True,39.846,"LINESTRING (80.2103433 13.0755702, 80.210333 13.075212)",,,,,,,,
207264559,residential,False,True,155.061,"LINESTRING (80.2103433 13.0755702, 80.20995 13.0755304, 80.2099017 13.0755348, 80.2097465 13.0755491, 80.2092311 13.0755964, 80.208917 13.0756002)",,,,,,,,
219558884,residential,False,False,128.672,"LINESTRING (80.2103433 13.0755702, 80.210381 13.0756142, 80.2105688 13.0756782, 80.2105728 13.0757945, 80.2105771 13.0761671, 80.2105994 13.0765836)",,,,,,,,
207264559,residential,False,False,155.061,"LINESTRING (80.208917 13.0756002, 80.2092311 13.0755964, 80.2097465 13.0755491, 80.2099017 13.0755348, 80.20995 13.0755304, 80.2103433 13.0755702)",,,,,,,,
"[27617663, 207264559]",residential,False,True,222.452,"LINESTRING (80.208917 13.0756002, 80.2083464 13.0756117, 80.2079147 13.0756617, 80.2077374 13.0756822, 80.2068694 13.0757366)",,,,,,,,
207264561,residential,False,True,48.507000000000005,"LINESTRING (80.208917 13.0756002, 80.2088371 13.0753302, 80.2087938 13.0751808)",,,,,,,,
1284852225,residential,False,False,46.333000000000006,"LINESTRING (80.208917 13.0756002, 80.2089199 13.0756945, 80.2089298 13.0760167)",,,,,,,,
1284852225,residential,False,False,56.346,"LINESTRING (80.2089298 13.0760167, 80.2089354 13.0765234)",,,,,,,,
219558913,living_street,False,True,56.928,"LINESTRING (80.2089298 13.0760167, 80.2088121 13.0760061, 80.2084054 13.0760291)",,,,,,,,
1284852225,residential,False,True,46.333000000000006,"LINESTRING (80.2089298 13.0760167, 80.2089199 13.0756945, 80.208917 13.0756002)",,,,,,,,
1190086695,residential,False,False,51.401,"LINESTRING (80.2084054 13.0760291, 80.2085072 13.0764806)",,,,,,,,
219558913,living_street,False,False,56.928,"LINESTRING (80.2084054 13.0760291, 80.2088121 13.0760061, 80.2089298 13.0760167)",,,,,,,,
"[219558913, 207260577]",living_street,False,True,202.17899999999997,"LINESTRING (80.2084054 13.0760291, 80.2080591 13.0760863, 80.2079626 13.076103, 80.207579 13.0761427, 80.2074588 13.0761358, 80.2075191 13.076826, 80.2075291 13.076941, 80.207536 13.0770202)",,,,,,,,
207264558,residential,False,True,64.834,"LINESTRING (80.2085072 13.0764806, 80.2084694 13.0770625)",Perumal Koil Street,,,,,,,
1036532020,residential,False,False,46.623,"LINESTRING (80.2085072 13.0764806, 80.2089354 13.0765234)",,,,,,,,
1190086695,residential,False,True,51.401,"LINESTRING (80.2085072 13.0764806, 80.2084054 13.0760291)",,,,,,,,
995151422,residential,False,False,71.381,"LINESTRING (80.2085072 13.0764806, 80.2081563 13.0764528, 80.2078505 13.0764789)",,,,,,,,
1036532020,residential,False,True,46.623,"LINESTRING (80.2089354 13.0765234, 80.2085072 13.0764806)",,,,,,,,
1284852225,residential,False,True,56.346,"LINESTRING (80.2089354 13.0765234, 80.2089298 13.0760167)",,,,,,,,
219558909,living_street,False,False,180.376,"LINESTRING (80.2089354 13.0765234, 80.209359 13.076528, 80.2099354 13.0765549, 80.210343 13.0765723, 80.2105994 13.0765836)",,,,,,,,
207264536,residential,False,True,255.809,"LINESTRING (80.2121289 13.0768078, 80.212084 13.0765478, 80.21201 13.0761826, 80.2118983 13.0757269, 80.211791 13.0753771, 80.2117351 13.0752002, 80.2117144 13.0751426, 80.2117018 13.0751077, 80.2116777 13.0750867, 80.2116292 13.0750765, 80.211156 13.0751582)",Mangali Nagar 1st Street,,,,,,,
1370773101,primary,True,False,42.939,"LINESTRING (80.2121289 13.0768078, 80.2119541 13.076888, 80.2117973 13.0769374, 80.2117909 13.0769394, 80.2117598 13.0769454)",EVR Periyar Salai,SHU86,,2,,,,
207264547,residential,False,False,84.409,"LINESTRING (80.2079621 13.0771759, 80.2079646 13.077935)",,,,,,,,
100857270,primary,True,False,202.18900000000002,"LINESTRING (80.2079621 13.0771759, 80.2080129 13.0771778, 80.20815 13.077183, 80.2084459 13.0771942, 80.2087674 13.0772348, 80.2089034 13.077252, 80.2093794 13.077272, 80.2094733 13.0772759, 80.2098239 13.0772876)",EVR Periyar Salai,SHU86,,2,,,,
100857270,primary,True,False,47.915,"LINESTRING (80.2102274 13.0772601, 80.2106677 13.0772183)",EVR Periyar Salai,SHU86,,2,,,,
207264539,residential,False,False,49.479,"LINESTRING (80.2102274 13.0772601, 80.2102844 13.0777016)",,,,,,,,
100857270,primary,True,False,43.81,"LINESTRING (80.2098239 13.0772876, 80.2102274 13.0772601)",EVR Periyar Salai,SHU86,,2,,,,
1130788871,residential,False,False,101.999,"LINESTRING (80.2098239 13.0772876, 80.2098366 13.0780523, 80.2098492 13.0782043)",Muthumaari amman kovil street,,,,,20,,
207264539,residential,False,True,49.479,"LINESTRING (80.2102844 13.0777016, 80.2102274 13.0772601)",,,,,,,,
207264547,residential,False,True,84.409,"LINESTRING (80.2079646 13.077935, 80.2079621 13.0771759)",,,,,,,,
23970124,residential,False,False,26.976,"LINESTRING (80.2229461 13.0915686, 80.2229461 13.091326)",16th Street,,,,,,,
23970124,residential,False,True,55.631,"LINESTRING (80.2229461 13.0915686, 80.2229802 13.0920678)",16th Street,,,,,,,
207264541,residential,False,False,105.09,"LINESTRING (80.2229461 13.0915686, 80.2219771 13.0916178)",,,,,,,,
207264541,residential,False,True,105.09,"LINESTRING (80.2219771 13.0916178, 80.2229461 13.0915686)",,,,,,,,
48742009,living_street,False,True,13.71,"LINESTRING (80.2225139 13.0941236, 80.2226373 13.0940961)",,,,,,,,
48742009,living_street,False,False,20.322,"LINESTRING (80.2225139 13.0941236, 80.2223669 13.0941984, 80.222346 13.0942044)",,,,,,,,
207264537,living_street,False,True,100.13000000000001,"LINESTRING (80.2225139 13.0941236, 80.2225648 13.0942583, 80.2226407 13.0944296, 80.2227651 13.0946615, 80.2228071 13.0947362, 80.2225872 13.0948003)",,,,,,,,
48742009,living_street,False,False,20.895,"LINESTRING (80.222346 13.0942044, 80.2221609 13.0942574)",,,,,,,,
48742009,living_street,False,True,20.322,"LINESTRING (80.222346 13.0942044, 80.2223669 13.0941984, 80.2225139 13.0941236)",,,,,,,,
207264548,living_street,False,False,71.24,"LINESTRING (80.222346 13.0942044, 80.2225332 13.0946815, 80.2225872 13.0948003)",,,,,,,,
207264537,living_street,False,True,15.15,"LINESTRING (80.2220833 13.0942108, 80.2220053 13.0940977)",,,,,,,,
207264537,living_street,False,False,10.84,"LINESTRING (80.2220833 13.0942108, 80.2221204 13.0942562, 80.2221609 13.0942574)",,,,,,,,
207264557,living_street,False,True,163.329,"LINESTRING (80.2220833 13.0942108, 80.2219655 13.0942587, 80.2217229 13.0943504, 80.2215089 13.0944249, 80.2211272 13.0945584, 80.2206673 13.0947155)",,,,,,,,
1187413806,residential,False,False,132.516,"LINESTRING (80.2206673 13.0947155, 80.2207407 13.0959051)",Anna Nagar East 2nd Main Road,,,,,,,
1187413806,residential,False,True,14.872,"LINESTRING (80.2206673 13.0947155, 80.2206549 13.0945823)",Anna Nagar East 2nd Main Road,,,,,,,
207264557,living_street,False,False,163.32899999999998,"LINESTRING (80.2206673 13.0947155, 80.2211272 13.0945584, 80.2215089 13.0944249, 80.2217229 13.0943504, 80.2219655 13.0942587, 80.2220833 13.0942108)",,,,,,,,
207264537,living_street,False,False,100.13,"LINESTRING (80.2225872 13.0948003, 80.2228071 13.0947362, 80.2227651 13.0946615, 80.2226407 13.0944296, 80.2225648 13.0942583, 80.2225139 13.0941236)",,,,,,,,
207264537,living_street,False,True,97.444,"LINESTRING (80.2225872 13.0948003, 80.2223734 13.0948764, 80.2223524 13.0948111, 80.2222724 13.0945869, 80.2221902 13.0943024, 80.2221609 13.0942574)",,,,,,,,
207264548,living_street,False,True,71.24,"LINESTRING (80.2225872 13.0948003, 80.2225332 13.0946815, 80.222346 13.0942044)",,,,,,,,
218191054,residential,False,True,22.183,"LINESTRING (80.214196 13.0773046, 80.2142071 13.0775038)",,,,,,,,
1248041647,residential,False,True,31.027,"LINESTRING (80.2144903 13.077467, 80.2143035 13.0774818, 80.2142541 13.0774917, 80.2142071 13.0775038)",,,permissive,,,,,
207264810,residential,False,True,27.254,"LINESTRING (80.2142071 13.0775038, 80.21424 13.0777468)",,,,,,,,
207264815,residential,False,True,80.523,"LINESTRING (80.2142071 13.0775038, 80.2134654 13.0775533)",,,,,,,,
218191054,residential,False,False,22.183,"LINESTRING (80.2142071 13.0775038, 80.214196 13.0773046)",,,,,,,,
1248041647,residential,False,False,31.027,"LINESTRING (80.2142071 13.0775038, 80.2142541 13.0774917, 80.2143035 13.0774818, 80.2144903 13.077467)",,,permissive,,,,,
207264815,residential,False,False,80.523,"LINESTRING (80.2134654 13.0775533, 80.2142071 13.0775038)",,,,,,,,
207264810,residential,False,False,27.254,"LINESTRING (80.21424 13.0777468, 80.2142071 13.0775038)",,,,,,,,
207264810,residential,False,True,14.122,"LINESTRING (80.21424 13.0777468, 80.2142504 13.0778734)",,,,,,,,
207264811,residential,False,False,77.123,"LINESTRING (80.21424 13.0777468, 80.214952 13.0777387)",,,,,,,,
207264811,residential,False,True,77.123,"LINESTRING (80.214952 13.0777387, 80.21424 13.0777468)",,,,,,,,
1190097666,residential,False,False,61.891,"LINESTRING (80.214952 13.0777387, 80.2149199 13.0775749, 80.2148564 13.07719)",,,,,,,,
1254580128,residential,False,True,125.347,"LINESTRING (80.214952 13.0777387, 80.2151187 13.0779751, 80.2151612 13.0786404, 80.2150319 13.0787603)",,,,,,,,
207264810,residential,False,False,14.122,"LINESTRING (80.2142504 13.0778734, 80.21424 13.0777468)",,,,,,,,
207264812,residential,False,False,58.777,"LINESTRING (80.2142504 13.0778734, 80.2137078 13.077882)",,,,,,,,
